0.600	-0.6530239000
0.800	-1.2011601000
0.900	-1.3612154229
1.000	-1.4754134400
1.100	-1.5630712500
1.200	-1.6310285300
1.300	-1.6850310600
1.350	-1.7080624600
1.400	-1.7289505800
1.450	-1.7479964548
1.500	-1.7654412900
1.600	-1.7963563700
1.700	-1.8230008290
1.800	-1.8462442700
2.000	-1.8851475400
2.200	-1.9165542100
2.400	-1.9424776300
2.600	-1.9641934900
2.800	-1.9825822500
3.000	-1.9988078000
3.200	-2.0134005219
3.400	-2.0266956494
3.600	-2.0390284158
3.800	-2.0507340549
4.000	-2.0621478000
