0.600	-0.7694144000
0.700	-0.9224613539
0.800	-1.0198518230
0.850	-1.0550044976
0.900	-1.0834462220
0.950	-1.1062336834
1.000	-1.1243500060
1.050	-1.1386906943
1.100	-1.1498743370
1.150	-1.1584240833
1.200	-1.1647582390
1.225	-1.1672143026
1.250	-1.1692473192
1.275	-1.1708901154
1.288	-1.1715754392
1.300	-1.1721755180
1.312	-1.1726942846
1.325	-1.1731349901
1.337	-1.1735007150
1.350	-1.1737945400
1.363	-1.1740194888
1.375	-1.1741783583
1.380	-1.1742240177
1.390	-1.1742856352
1.400	-1.1743088200
1.410	-1.1742949347
1.420	-1.1742451805
1.430	-1.1741607181
1.431	-1.1741504076
1.440	-1.1740427084
1.450	-1.1738923120
1.460	-1.1737106671
1.470	-1.1734988205
1.480	-1.1732577965
1.490	-1.1729886193
1.500	-1.1726923130
1.512	-1.1722852654
1.525	-1.1718389803
1.538	-1.1713550091
1.550	-1.1708349032
1.562	-1.1702802140
1.575	-1.1696924928
1.600	-1.1684241600
1.625	-1.1670417330
1.650	-1.1655547084
1.700	-1.1623025220
1.750	-1.1587363919
1.800	-1.1549150300
1.850	-1.1508912179
1.900	-1.1467040937
1.950	-1.1423893850
2.000	-1.1379828190
2.100	-1.1290159372
2.200	-1.1199838280
2.300	-1.1110349789
2.400	-1.1022746610
2.500	-1.0937904493
2.600	-1.0856423520
2.800	-1.0705323890
3.000	-1.0571727630
3.500	-1.0316971913
4.000	-1.0162237860
